92,90.55475
73,"	"
70,"	"
132,"	"
73,"	"
74,"	"
75,"	"
74,"	"
70,"	"
77,"	"
112,"	"
118,"	"
75,"	"
71,"	"
104,"	"
145,"	"
91,"	"
78,"	"
102,"	"
73,"	"
75,"	"
73,"	"
81,"	"
123,"	"
81,"	"
79,"	"
133,"	"
103,"	"
68,"	"
92,"	"
79,"	"
97,"	"
87,"	"
80,"	"
80,"	"
76,"	"
74,"	"
74,"	"
74,"	"
95,"	"
137,"	"
94,"	"
81,"	"
68,"	"
67,"	"
74,"	"
84,"	"
94,"	"
72,"	"
82,"	"
84,"	"
90,"	"
83,"	"
91,"	"
89,"	"
163,"	"
137,"	"
81,"	"
102,"	"
86,"	"
99,"	"
82,"	"
101,"	"
76,"	"
149,"	"
104,"	"
76,"	"
80,"	"
75,"	"
109,"	"
81,"	"
76,"	"
79,"	"
72,"	"
68,"	"
143,"	"
76,"	"
73,"	"
76,"	"
90,"	"
84,"	"
120,"	"
99,"	"
76,"	"
76,"	"
135,"	"
116,"	"
126,"	"
74,"	"
67,"	"
79,"	"
79,"	"
81,"	"
81,"	"
90,"	"
87,"	"
68,"	"
123,"	"
200,"	"
82,"	"
72,"	"
130,"	"
92,"	"
71,"	"
93,"	"
68,"	"
74,"	"
124,"	"
75,"	"
68,"	"
77,"	"
77,"	"
95,"	"
102,"	"
86,"	"
80,"	"
75,"	"
81,"	"
121,"	"
119,"	"
74,"	"
75,"	"
74,"	"
84,"	"
115,"	"
93,"	"
77,"	"
78,"	"
130,"	"
119,"	"
93,"	"
80,"	"
92,"	"
80,"	"
85,"	"
74,"	"
107,"	"
78,"	"
171,"	"
104,"	"
97,"	"
78,"	"
96,"	"
77,"	"
77,"	"
74,"	"
113,"	"
68,"	"
139,"	"
76,"	"
89,"	"
137,"	"
99,"	"
79,"	"
68,"	"
223,"	"
77,"	"
89,"	"
74,"	"
81,"	"
80,"	"
123,"	"
83,"	"
93,"	"
75,"	"
73,"	"
168,"	"
109,"	"
114,"	"
76,"	"
145,"	"
87,"	"
187,"	"
91,"	"
84,"	"
71,"	"
229,"	"
74,"	"
75,"	"
70,"	"
78,"	"
102,"	"
86,"	"
71,"	"
73,"	"
77,"	"
120,"	"
105,"	"
81,"	"
101,"	"
74,"	"
80,"	"
84,"	"
179,"	"
74,"	"
71,"	"
67,"	"
115,"	"
106,"	"
73,"	"
66,"	"
77,"	"
76,"	"
81,"	"
114,"	"
80,"	"
75,"	"
68,"	"
69,"	"
92,"	"
67,"	"
70,"	"
75,"	"
65,"	"
75,"	"
93,"	"
295,"	"
91,"	"
1218,"	"
75,"	"
71,"	"
132,"	"
111,"	"
73,"	"
163,"	"
249,"	"
233,"	"
436,"	"
76,"	"
149,"	"
74,"	"
91,"	"
79,"	"
136,"	"
96,"	"
128,"	"
237,"	"
118,"	"
177,"	"
135,"	"
155,"	"
148,"	"
230,"	"
79,"	"
75,"	"
78,"	"
75,"	"
145,"	"
80,"	"
91,"	"
314,"	"
134,"	"
159,"	"
1072,"	"
92,"	"
86,"	"
117,"	"
94,"	"
81,"	"
81,"	"
75,"	"
72,"	"
68,"	"
74,"	"
66,"	"
75,"	"
74,"	"
82,"	"
66,"	"
70,"	"
92,"	"
68,"	"
77,"	"
69,"	"
79,"	"
74,"	"
68,"	"
69,"	"
68,"	"
80,"	"
142,"	"
82,"	"
105,"	"
77,"	"
70,"	"
69,"	"
68,"	"
68,"	"
107,"	"
82,"	"
69,"	"
194,"	"
75,"	"
68,"	"
84,"	"
68,"	"
69,"	"
74,"	"
74,"	"
73,"	"
77,"	"
68,"	"
69,"	"
72,"	"
68,"	"
76,"	"
68,"	"
78,"	"
74,"	"
163,"	"
73,"	"
69,"	"
69,"	"
74,"	"
82,"	"
69,"	"
73,"	"
82,"	"
68,"	"
73,"	"
98,"	"
73,"	"
75,"	"
74,"	"
74,"	"
85,"	"
77,"	"
68,"	"
69,"	"
73,"	"
75,"	"
74,"	"
74,"	"
153,"	"
68,"	"
68,"	"
74,"	"
75,"	"
77,"	"
72,"	"
74,"	"
74,"	"
68,"	"
107,"	"
75,"	"
75,"	"
67,"	"
74,"	"
72,"	"
69,"	"
70,"	"
77,"	"
75,"	"
138,"	"
75,"	"
74,"	"
68,"	"
75,"	"
76,"	"
75,"	"
75,"	"
75,"	"
89,"	"
72,"	"
82,"	"
74,"	"
70,"	"
76,"	"
75,"	"
69,"	"
74,"	"
75,"	"
150,"	"
76,"	"
72,"	"
69,"	"
69,"	"
75,"	"
75,"	"
77,"	"
75,"	"
142,"	"
76,"	"
69,"	"
72,"	"
74,"	"
73,"	"
74,"	"
151,"	"
76,"	"
67,"	"
66,"	"
77,"	"
81,"	"
70,"	"
83,"	"
74,"	"
70,"	"
68,"	"
75,"	"
76,"	"
118,"	"
83,"	"
75,"	"
71,"	"
76,"	"
67,"	"
76,"	"
68,"	"
73,"	"
66,"	"
147,"	"
69,"	"
74,"	"
70,"	"
67,"	"
74,"	"
66,"	"
68,"	"
78,"	"
74,"	"
78,"	"
85,"	"
86,"	"
114,"	"
75,"	"
73,"	"
76,"	"
67,"	"
129,"	"
68,"	"
68,"	"
70,"	"
74,"	"
74,"	"
68,"	"
90,"	"
74,"	"
74,"	"
83,"	"
69,"	"
74,"	"
79,"	"
75,"	"
84,"	"
75,"	"
67,"	"
74,"	"
76,"	"
78,"	"
75,"	"
80,"	"
75,"	"
66,"	"
74,"	"
77,"	"
75,"	"
73,"	"
74,"	"
99,"	"
74,"	"
75,"	"
73,"	"
68,"	"
74,"	"
69,"	"
76,"	"
128,"	"
85,"	"
77,"	"
73,"	"
74,"	"
68,"	"
75,"	"
74,"	"
74,"	"
74,"	"
74,"	"
145,"	"
70,"	"
74,"	"
76,"	"
74,"	"
75,"	"
74,"	"
71,"	"
72,"	"
74,"	"
76,"	"
76,"	"
72,"	"
67,"	"
72,"	"
74,"	"
76,"	"
73,"	"
73,"	"
75,"	"
75,"	"
73,"	"
69,"	"
73,"	"
75,"	"
75,"	"
74,"	"
73,"	"
75,"	"
126,"	"
69,"	"
68,"	"
74,"	"
76,"	"
75,"	"
116,"	"
69,"	"
73,"	"
68,"	"
138,"	"
75,"	"
82,"	"
79,"	"
75,"	"
74,"	"
68,"	"
73,"	"
76,"	"
74,"	"
136,"	"
75,"	"
72,"	"
69,"	"
73,"	"
73,"	"
71,"	"
134,"	"
79,"	"
74,"	"
70,"	"
80,"	"
75,"	"
74,"	"
73,"	"
74,"	"
77,"	"
75,"	"
74,"	"
76,"	"
75,"	"
77,"	"
75,"	"
73,"	"
75,"	"
91,"	"
74,"	"
78,"	"
139,"	"
75,"	"
87,"	"
71,"	"
75,"	"
67,"	"
75,"	"
73,"	"
84,"	"
75,"	"
148,"	"
76,"	"
69,"	"
80,"	"
82,"	"
81,"	"
107,"	"
76,"	"
68,"	"
95,"	"
85,"	"
68,"	"
73,"	"
69,"	"
75,"	"
70,"	"
74,"	"
73,"	"
73,"	"
76,"	"
68,"	"
77,"	"
75,"	"
67,"	"
74,"	"
75,"	"
75,"	"
75,"	"
74,"	"
70,"	"
75,"	"
76,"	"
74,"	"
70,"	"
75,"	"
66,"	"
94,"	"
75,"	"
74,"	"
75,"	"
80,"	"
74,"	"
74,"	"
74,"	"
67,"	"
74,"	"
80,"	"
75,"	"
74,"	"
76,"	"
73,"	"
70,"	"
83,"	"
68,"	"
93,"	"
78,"	"
107,"	"
98,"	"
76,"	"
67,"	"
69,"	"
72,"	"
67,"	"
67,"	"
67,"	"
123,"	"
69,"	"
67,"	"
66,"	"
75,"	"
65,"	"
69,"	"
69,"	"
68,"	"
73,"	"
68,"	"
72,"	"
69,"	"
70,"	"
67,"	"
67,"	"
75,"	"
67,"	"
67,"	"
66,"	"
76,"	"
70,"	"
69,"	"
72,"	"
86,"	"
73,"	"
68,"	"
68,"	"
68,"	"
66,"	"
133,"	"
69,"	"
148,"	"
67,"	"
74,"	"
68,"	"
69,"	"
67,"	"
67,"	"
67,"	"
93,"	"
70,"	"
73,"	"
69,"	"
68,"	"
69,"	"
68,"	"
71,"	"
67,"	"
92,"	"
131,"	"
69,"	"
69,"	"
67,"	"
134,"	"
128,"	"
76,"	"
220,"	"
87,"	"
162,"	"
123,"	"
86,"	"
175,"	"
111,"	"
194,"	"
130,"	"
107,"	"
73,"	"
77,"	"
97,"	"
85,"	"
143,"	"
293,"	"
202,"	"
98,"	"
126,"	"
129,"	"
120,"	"
104,"	"
298,"	"
123,"	"
179,"	"
114,"	"
125,"	"
146,"	"
117,"	"
96,"	"
85,"	"
89,"	"
121,"	"
121,"	"
156,"	"
188,"	"
154,"	"
164,"	"
85,"	"
119,"	"
94,"	"
181,"	"
136,"	"
170,"	"
119,"	"
151,"	"
125,"	"
105,"	"
150,"	"
169,"	"
79,"	"
156,"	"
166,"	"
298,"	"
200,"	"
147,"	"
170,"	"
141,"	"
123,"	"
215,"	"
83,"	"
130,"	"
246,"	"
84,"	"
1246,"	"
124,"	"
188,"	"
115,"	"
89,"	"
262,"	"
156,"	"
249,"	"
128,"	"
131,"	"
174,"	"
118,"	"
137,"	"
100,"	"
127,"	"
106,"	"
127,"	"
162,"	"
166,"	"
105,"	"
108,"	"
83,"	"
84,"	"
407,"	"
135,"	"
195,"	"
249,"	"
86,"	"
154,"	"
152,"	"
226,"	"
221,"	"
132,"	"
124,"	"
180,"	"
193,"	"
84,"	"
90,"	"
128,"	"
131,"	"
110,"	"
166,"	"
126,"	"
115,"	"
335,"	"
130,"	"
114,"	"
148,"	"
161,"	"
152,"	"
107,"	"
167,"	"
157,"	"
189,"	"
172,"	"
83,"	"
692,"	"
141,"	"
110,"	"
150,"	"
171,"	"
124,"	"
119,"	"
252,"	"
117,"	"
178,"	"
122,"	"
122,"	"
110,"	"
127,"	"
121,"	"
1322,"	"
152,"	"
276,"	"
111,"	"
127,"	"
444,"	"
128,"	"
152,"	"
159,"	"
2264,"	"
106,"	"
81,"	"
84,"	"
159,"	"
82,"	"
114,"	"
113,"	"
77,"	"
119,"	"
121,"	"
93,"	"
149,"	"
120,"	"
98,"	"
135,"	"
192,"	"
184,"	"
128,"	"
88,"	"
162,"	"
148,"	"
127,"	"
108,"	"
82,"	"
147,"	"
206,"	"
166,"	"
243,"	"
77,"	"
68,"	"
71,"	"
71,"	"
74,"	"
171,"	"
76,"	"
74,"	"
74,"	"
73,"	"
72,"	"
73,"	"
74,"	"
75,"	"
74,"	"
76,"	"
71,"	"
72,"	"
69,"	"
73,"	"
87,"	"
72,"	"
71,"	"
78,"	"
135,"	"
82,"	"
88,"	"
82,"	"
74,"	"
66,"	"
89,"	"
68,"	"
73,"	"
69,"	"
70,"	"
74,"	"
80,"	"
69,"	"
71,"	"
74,"	"
75,"	"
74,"	"
70,"	"
72,"	"
70,"	"
74,"	"
74,"	"
74,"	"
75,"	"
74,"	"
76,"	"
75,"	"
67,"	"
113,"	"
75,"	"
67,"	"
69,"	"
75,"	"
75,"	"
75,"	"
75,"	"
73,"	"
75,"	"
75,"	"
66,"	"
68,"	"
74,"	"
74,"	"
74,"	"
74,"	"
73,"	"
80,"	"
73,"	"
73,"	"
74,"	"
68,"	"
74,"	"
74,"	"
74,"	"
129,"	"
76,"	"
74,"	"
75,"	"
75,"	"
76,"	"
74,"	"
75,"	"
69,"	"
75,"	"
87,"	"
70,"	"
74,"	"
89,"	"
75,"	"
74,"	"
69,"	"
76,"	"
74,"	"
83,"	"
148,"	"
75,"	"
73,"	"
70,"	"
74,"	"
72,"	"
66,"	"
72,"	"
74,"	"
85,"	"
70,"	"
68,"	"
67,"	"
74,"	"
75,"	"
69,"	"
73,"	"
72,"	"
74,"	"
94,"	"
105,"	"
75,"	"
74,"	"
76,"	"
75,"	"
68,"	"
74,"	"
69,"	"
73,"	"
126,"	"
75,"	"
75,"	"
73,"	"
75,"	"
75,"	"
85,"	"
83,"	"
82,"	"
152,"	"
72,"	"
74,"	"
74,"	"
76,"	"
75,"	"
75,"	"
74,"	"
73,"	"
72,"	"
81,"	"
69,"	"
69,"	"
75,"	"
69,"	"
69,"	"
72,"	"
76,"	"
74,"	"
75,"	"
75,"	"
68,"	"
75,"	"
67,"	"
80,"	"
70,"	"
76,"	"
75,"	"
75,"	"
101,"	"
68,"	"
75,"	"
76,"	"
74,"	"
75,"	"
74,"	"
69,"	"
74,"	"
74,"	"
92,"	"
73,"	"
75,"	"
69,"	"
75,"	"
75,"	"
70,"	"
74,"	"
74,"	"
67,"	"
80,"	"
70,"	"
75,"	"
77,"	"
74,"	"
71,"	"
70,"	"
74,"	"
74,"	"
73,"	"
77,"	"
76,"	"
68,"	"
75,"	"
75,"	"
81,"	"
75,"	"
73,"	"
74,"	"
73,"	"
75,"	"
75,"	"
75,"	"
70,"	"
68,"	"
74,"	"
73,"	"
74,"	"
75,"	"
74,"	"
75,"	"
68,"	"
73,"	"
72,"	"
74,"	"
74,"	"
75,"	"
75,"	"
68,"	"
74,"	"
75,"	"
67,"	"
76,"	"
73,"	"
76,"	"
71,"	"
75,"	"
74,"	"
67,"	"
74,"	"
69,"	"
67,"	"
75,"	"
74,"	"
80,"	"
73,"	"
74,"	"
74,"	"
75,"	"
68,"	"
70,"	"
67,"	"
75,"	"
74,"	"
72,"	"
75,"	"
76,"	"
74,"	"
72,"	"
68,"	"
76,"	"
70,"	"
70,"	"
74,"	"
74,"	"
74,"	"
75,"	"
68,"	"
74,"	"
75,"	"
68,"	"
69,"	"
73,"	"
83,"	"
76,"	"
69,"	"
76,"	"
75,"	"
74,"	"
69,"	"
77,"	"
68,"	"
69,"	"
74,"	"
66,"	"
94,"	"
82,"	"
83,"	"
83,"	"
77,"	"
68,"	"
70,"	"
87,"	"
76,"	"
91,"	"
163,"	"
74,"	"
84,"	"
74,"	"
75,"	"
78,"	"
75,"	"
73,"	"
74,"	"
68,"	"
73,"	"
80,"	"
78,"	"
80,"	"
73,"	"
74,"	"
75,"	"
76,"	"
74,"	"
67,"	"
76,"	"
75,"	"
77,"	"
76,"	"
74,"	"
74,"	"
84,"	"
72,"	"
74,"	"
73,"	"
75,"	"
75,"	"
70,"	"
76,"	"
73,"	"
74,"	"
74,"	"
74,"	"
67,"	"
76,"	"
74,"	"
73,"	"
76,"	"
70,"	"
74,"	"
74,"	"
72,"	"
69,"	"
75,"	"
76,"	"
72,"	"
73,"	"
72,"	"
68,"	"
73,"	"
74,"	"
82,"	"
68,"	"
121,"	"
87,"	"
73,"	"
74,"	"
69,"	"
77,"	"
74,"	"
86,"	"
74,"	"
74,"	"
85,"	"
71,"	"
74,"	"
75,"	"
74,"	"
70,"	"
75,"	"
74,"	"
75,"	"
68,"	"
78,"	"
75,"	"
80,"	"
68,"	"
74,"	"
75,"	"
68,"	"
69,"	"
74,"	"
68,"	"
78,"	"
72,"	"
73,"	"
75,"	"
74,"	"
74,"	"
74,"	"
73,"	"
68,"	"
75,"	"
78,"	"
77,"	"
75,"	"
74,"	"
74,"	"
74,"	"
74,"	"
74,"	"
66,"	"
74,"	"
76,"	"
71,"	"
68,"	"
74,"	"
73,"	"
75,"	"
72,"	"
74,"	"
74,"	"
85,"	"
75,"	"
69,"	"
74,"	"
75,"	"
74,"	"
76,"	"
66,"	"
74,"	"
76,"	"
89,"	"
70,"	"
74,"	"
66,"	"
74,"	"
98,"	"
68,"	"
74,"	"
75,"	"
82,"	"
86,"	"
85,"	"
80,"	"
74,"	"
81,"	"
75,"	"
70,"	"
76,"	"
69,"	"
78,"	"
67,"	"
75,"	"
75,"	"
74,"	"
74,"	"
75,"	"
75,"	"
74,"	"
74,"	"
75,"	"
70,"	"
80,"	"
75,"	"
72,"	"
74,"	"
74,"	"
74,"	"
74,"	"
75,"	"
75,"	"
74,"	"
74,"	"
68,"	"
75,"	"
75,"	"
74,"	"
75,"	"
73,"	"
112,"	"
74,"	"
73,"	"
75,"	"
70,"	"
74,"	"
68,"	"
104,"	"
72,"	"
68,"	"
84,"	"
74,"	"
121,"	"
69,"	"
76,"	"
76,"	"
74,"	"
76,"	"
75,"	"
74,"	"
77,"	"
75,"	"
75,"	"
74,"	"
79,"	"
75,"	"
75,"	"
74,"	"
75,"	"
72,"	"
69,"	"
74,"	"
75,"	"
67,"	"
81,"	"
74,"	"
68,"	"
74,"	"
74,"	"
74,"	"
76,"	"
69,"	"
75,"	"
74,"	"
72,"	"
75,"	"
74,"	"
74,"	"
67,"	"
69,"	"
75,"	"
72,"	"
69,"	"
74,"	"
69,"	"
72,"	"
75,"	"
73,"	"
74,"	"
84,"	"
68,"	"
74,"	"
75,"	"
70,"	"
68,"	"
67,"	"
74,"	"
74,"	"
72,"	"
105,"	"
68,"	"
70,"	"
66,"	"
75,"	"
69,"	"
74,"	"
75,"	"
74,"	"
75,"	"
126,"	"
74,"	"
74,"	"
68,"	"
73,"	"
67,"	"
67,"	"
75,"	"
69,"	"
74,"	"
93,"	"
68,"	"
70,"	"
74,"	"
74,"	"
74,"	"
70,"	"
74,"	"
74,"	"
67,"	"
85,"	"
76,"	"
68,"	"
75,"	"
74,"	"
74,"	"
75,"	"
73,"	"
75,"	"
74,"	"
118,"	"
150,"	"
137,"	"
176,"	"
79,"	"
76,"	"
69,"	"
78,"	"
74,"	"
77,"	"
73,"	"
70,"	"
74,"	"
75,"	"
76,"	"
78,"	"
74,"	"
72,"	"
74,"	"
75,"	"
74,"	"
69,"	"
75,"	"
74,"	"
74,"	"
75,"	"
74,"	"
70,"	"
103,"	"
70,"	"
83,"	"
70,"	"
75,"	"
74,"	"
68,"	"
74,"	"
94,"	"
74,"	"
121,"	"
75,"	"
72,"	"
69,"	"
73,"	"
74,"	"
76,"	"
77,"	"
74,"	"
73,"	"
89,"	"
76,"	"
70,"	"
